City,Last Sold For ($),Last Sold Year,Latitude (degrees),Longitude (degrees),Lot Size (sqft),Price ($),Price Sqr Ft,State,Year Built,Zipcode,airconditioning,area (sqft),basement,bathrooms,bedrooms,furnishingstatus,guestroom,hotwaterheating,mainroad,parking,prefarea,price,stories
Memphis,130000.0,2017.0,35.133408,-89.89802,0.38,192000.0,$62/sqft,TN,1956.0,38117.0,no,3120.0,no,1,3,0,no,no,yes,1,no,3500000,2
Fort Worth,,,32.76259,-97.374626,0.31,779000.0,$255/sqft,TX,1960.0,76107.0,no,3120.0,no,1,3,0,no,no,yes,1,no,3500000,2
Chicago,,,41.698265,-87.54099,3125.0,59000.0,$19/sqft,IL,1890.0,60617.0,no,3120.0,no,1,3,0,no,no,yes,1,no,3500000,2
Spokane,,,47.603985,-117.38893,0.28,324900.0,$106/sqft,WA,1957.0,99223.0,no,3120.0,no,1,3,0,no,no,yes,1,no,3500000,2
Santa Ana,555000.0,2013.0,33.760334,-117.83254,0.39,899000.0,$295/sqft,CA,1947.0,92705.0,no,3120.0,no,1,3,0,no,no,yes,1,no,3500000,2
Glendale,377000.0,2017.0,33.701344,-112.18397,9051.0,449000.0,$145/sqft,AZ,1995.0,85310.0,no,3120.0,no,1,3,0,no,no,yes,1,no,3500000,2
El Paso,,,31.734823,-106.30708,7954.0,325500.0,$105/sqft,TX,1984.0,79936.0,no,3120.0,no,1,3,0,no,no,yes,1,no,3500000,2
Seattle,,,47.599705,-122.285774,,2850000.0,$936/sqft,WA,1986.0,98144.0,no,3120.0,no,1,3,0,no,no,yes,1,no,3500000,2
Arlington,,,32.62817,-97.15422,,337990.0,$107/sqft,TX,,76001.0,no,3120.0,no,1,3,0,no,no,yes,1,no,3500000,2
Baltimore,,,39.321014,-76.60974,1652.0,150000.0,$49/sqft,MD,1900.0,21218.0,no,3120.0,no,1,3,0,no,no,yes,1,no,3500000,2
Lubbock,,,33.496597,-101.89941,9950.0,529900.0,$166/sqft,TX,2010.0,79423.0,no,3120.0,no,1,3,0,no,no,yes,1,no,3500000,2
Indianapolis,,,39.70711,-85.99331,8320.0,313990.0,$104/sqft,IN,2017.0,46239.0,no,3120.0,no,1,3,0,no,no,yes,1,no,3500000,2
Nashville,,,36.207005,-86.91498,2.04,267000.0,$85/sqft,TN,1958.0,37218.0,no,3120.0,no,1,3,0,no,no,yes,1,no,3500000,2
Raleigh,144500.0,2000.0,35.988834,-78.661385,3.01,379999.0,$123/sqft,NC,1975.0,27614.0,no,3120.0,no,1,3,0,no,no,yes,1,no,3500000,2
San Antonio,,,29.539257,-98.73407,,313990.0,$98/sqft,TX,,78254.0,no,3120.0,no,1,3,0,no,no,yes,1,no,3500000,2
Lubbock,,,33.54094,-101.8725,0.31,235000.0,$74/sqft,TX,1957.0,79413.0,no,3120.0,no,1,3,0,no,no,yes,1,no,3500000,2
Houston,,,29.681307,-95.49135,8642.0,349900.0,$116/sqft,TX,1966.0,77096.0,no,3120.0,no,1,3,0,no,no,yes,1,no,3500000,2
Portland,,,45.515934,-122.63526,3600.0,599000.0,$188/sqft,OR,1908.0,97214.0,no,3120.0,no,1,3,0,no,no,yes,1,no,3500000,2
Littleton,510000.0,2007.0,39.621117,-105.13538,2.17,740000.0,$230/sqft,CO,1968.0,80127.0,no,3120.0,no,1,3,0,no,no,yes,1,no,3500000,2
Washington,,,38.974293,-77.024796,5148.0,750000.0,$246/sqft,DC,1920.0,20012.0,no,3120.0,no,1,3,0,no,no,yes,1,no,3500000,2
Blaine,245200.0,2018.0,45.126392,-93.222855,1.13,380000.0,$122/sqft,MN,1978.0,55449.0,no,3120.0,no,1,3,0,no,no,yes,1,no,3500000,2
Des Moines,,,47.409496,-122.333824,0.48,975000.0,$312/sqft,WA,2011.0,98198.0,no,3120.0,no,1,3,0,no,no,yes,1,no,3500000,2
Cincinnati,,,39.03974,-84.25785,,419900.0,$139/sqft,OH,,45245.0,no,3120.0,no,1,3,0,no,no,yes,1,no,3500000,2
Cincinnati,295000.0,2004.0,39.13637,-84.43563,6534.0,449900.0,$145/sqft,OH,1918.0,45208.0,no,3120.0,no,1,3,0,no,no,yes,1,no,3500000,2
Indianapolis,,,39.8604,-86.10264,1.05,335000.0,$108/sqft,IN,1957.0,46220.0,no,3120.0,no,1,3,0,no,no,yes,1,no,3500000,2
Fort Worth,,,32.87098,-97.42028,5663.0,277990.0,$89/sqft,TX,2016.0,76179.0,no,3120.0,no,1,3,0,no,no,yes,1,no,3500000,2
Spokane,100000.0,2017.0,47.662487,-117.38526,7031.0,154500.0,$51/sqft,WA,1906.0,99202.0,no,3120.0,no,1,3,0,no,no,yes,1,no,3500000,2
Long Beach,,,33.76833,-118.17217,4133.0,1175000.0,$369/sqft,CA,1922.0,90802.0,no,3120.0,no,1,3,0,no,no,yes,1,no,3500000,2
Tucson,399000.0,2018.0,32.285427,-111.05655,4.33,420000.0,$135/sqft,AZ,1958.0,85745.0,no,3120.0,no,1,3,0,no,no,yes,1,no,3500000,2
Seattle,85000.0,1996.0,47.638233,-122.3901,7000.0,899900.0,$296/sqft,WA,1947.0,98199.0,no,3120.0,no,1,3,0,no,no,yes,1,no,3500000,2
New Orleans,,,29.946602,-90.046,3968.0,499900.0,$138/sqft,LA,1880.0,70114.0,no,3512.0,no,1,2,0,no,no,yes,1,yes,3500000,1
Houston,,,29.742142,-95.40786,5850.0,750000.0,$215/sqft,TX,1940.0,77098.0,no,3512.0,no,1,2,0,no,no,yes,1,yes,3500000,1
Commerce City,,,39.880444,-104.785835,5248.0,405000.0,$118/sqft,CO,2019.0,80022.0,no,3512.0,no,1,2,0,no,no,yes,1,yes,3500000,1
Commerce City,180000.0,2007.0,39.88074,-104.82222,4792.0,359000.0,$105/sqft,CO,2003.0,80022.0,no,3512.0,no,1,2,0,no,no,yes,1,yes,3500000,1
Philadelphia,50000.0,2019.0,39.925777,-75.149796,1800.0,699000.0,$194/sqft,PA,1915.0,19148.0,no,3512.0,no,1,2,0,no,no,yes,1,yes,3500000,1
Omaha,250000.0,2013.0,41.287136,-96.15981,0.34,365000.0,$106/sqft,NE,1996.0,68116.0,no,3512.0,no,1,2,0,no,no,yes,1,yes,3500000,1
Atlanta,,,33.745865,-84.358696,,1350000.0,$143/sqft,GA,1920.0,30316.0,no,9500.0,no,1,3,0,no,no,yes,3,yes,3500000,2
Nashville,,,36.050434,-86.700935,6232.0,1680000.0,$130/sqft,TN,1977.0,37211.0,no,12944.0,no,1,3,0,no,no,yes,0,no,3500000,1
Richmond,230000.0,2017.0,37.4383,-77.5797,0.93,369950.0,$124/sqft,VA,1971.0,23236.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
Memphis,203376.0,2012.0,35.129417,-90.01903,0.25,399000.0,$127/sqft,TN,1910.0,38104.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
Minneapolis,243000.0,2003.0,44.90383,-93.28921,9912.0,499900.0,$165/sqft,MN,1950.0,55419.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
Pittsburgh,125000.0,2007.0,40.42928,-79.97693,1300.0,199000.0,$65/sqft,PA,1900.0,15203.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
Milwaukee,277000.0,2008.0,43.03912,-88.00623,10454.0,369900.0,$125/sqft,WI,1954.0,53213.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
North Chesterfield,,,37.458992,-77.47071,,380950.0,$124/sqft,VA,2017.0,23236.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
Washington,520000.0,2016.0,38.97481,-77.02589,4818.0,760000.0,$255/sqft,DC,1919.0,20012.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
Portland,510000.0,2017.0,45.465218,-122.62525,5000.0,729900.0,$237/sqft,OR,1942.0,97202.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
San Francisco,910000.0,2011.0,37.76593,-122.42835,2500.0,2995000.0,"$1,007/sqft",CA,1908.0,94114.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
Indianapolis,,,39.84517,-86.15344,5715.0,365000.0,$121/sqft,IN,1924.0,46205.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
Fort Worth,,,32.893936,-97.30202,,336956.0,$107/sqft,TX,,76244.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
Phoenix,160000.0,1997.0,33.538006,-112.05481,0.26,529900.0,$176/sqft,AZ,1996.0,85014.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
Westlake,,,41.44638,-81.92171,2.31,295900.0,$94/sqft,OH,1820.0,44145.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
Memphis,130000.0,2017.0,35.133408,-89.89802,0.38,192000.0,$62/sqft,TN,1956.0,38117.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
Fort Worth,,,32.76259,-97.374626,0.31,779000.0,$255/sqft,TX,1960.0,76107.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
Tucson,122500.0,1995.0,32.326584,-111.017784,0.8,440000.0,$147/sqft,AZ,1980.0,85741.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
Indianapolis,,,39.923103,-86.1206,0.58,199900.0,$66/sqft,IN,1975.0,46240.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
Chicago,,,41.698265,-87.54099,3125.0,59000.0,$19/sqft,IL,1890.0,60617.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
Spokane,,,47.603985,-117.38893,0.28,324900.0,$106/sqft,WA,1957.0,99223.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
Santa Ana,555000.0,2013.0,33.760334,-117.83254,0.39,899000.0,$295/sqft,CA,1947.0,92705.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
Glendale,377000.0,2017.0,33.701344,-112.18397,9051.0,449000.0,$145/sqft,AZ,1995.0,85310.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
El Paso,,,31.734823,-106.30708,7954.0,325500.0,$105/sqft,TX,1984.0,79936.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
Seattle,,,47.599705,-122.285774,,2850000.0,$936/sqft,WA,1986.0,98144.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
Baltimore,,,39.321014,-76.60974,1652.0,150000.0,$49/sqft,MD,1900.0,21218.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
Bakersfield,255000.0,2018.0,35.38275,-118.99559,7405.0,890000.0,$299/sqft,CA,1969.0,93305.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
Los Angeles,874000.0,2013.0,34.106243,-118.282455,8193.0,1825000.0,$609/sqft,CA,1928.0,90027.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
Indianapolis,,,39.70711,-85.99331,8320.0,313990.0,$104/sqft,IN,2017.0,46239.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
Nashville,,,36.207005,-86.91498,2.04,267000.0,$85/sqft,TN,1958.0,37218.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
Brecksville,,,41.324986,-81.60881,0.98,419900.0,$140/sqft,OH,1853.0,44141.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
Raleigh,144500.0,2000.0,35.988834,-78.661385,3.01,379999.0,$123/sqft,NC,1975.0,27614.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
Houston,,,29.681307,-95.49135,8642.0,349900.0,$116/sqft,TX,1966.0,77096.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
Huntingdon Valley,,,40.112717,-75.048546,,599990.0,$199/sqft,PA,,19006.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
Washington,,,38.974293,-77.024796,5148.0,750000.0,$246/sqft,DC,1920.0,20012.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
Oklahoma City,,,35.54171,-97.47962,1.01,385000.0,$129/sqft,OK,2018.0,73111.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
Blaine,245200.0,2018.0,45.126392,-93.222855,1.13,380000.0,$122/sqft,MN,1978.0,55449.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
Des Moines,,,47.409496,-122.333824,0.48,975000.0,$312/sqft,WA,2011.0,98198.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
San Francisco,930000.0,2002.0,37.80525,-122.42221,2102.0,2595000.0,$874/sqft,CA,1883.0,94109.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
Cincinnati,,,39.03974,-84.25785,,419900.0,$139/sqft,OH,,45245.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
Cincinnati,295000.0,2004.0,39.13637,-84.43563,6534.0,449900.0,$145/sqft,OH,1918.0,45208.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
Indianapolis,,,39.8604,-86.10264,1.05,335000.0,$108/sqft,IN,1957.0,46220.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
Portland,,,45.59303,-122.72028,10500.0,550000.0,$184/sqft,OR,1956.0,97203.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
Fort Worth,,,32.87098,-97.42028,5663.0,277990.0,$89/sqft,TX,2016.0,76179.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
Spokane,100000.0,2017.0,47.662487,-117.38526,7031.0,154500.0,$51/sqft,WA,1906.0,99202.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
Omaha,,,41.361996,-96.06161,6.61,499000.0,$168/sqft,NE,1963.0,68122.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
Tucson,399000.0,2018.0,32.285427,-111.05655,4.33,420000.0,$135/sqft,AZ,1958.0,85745.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
Seattle,85000.0,1996.0,47.638233,-122.3901,7000.0,899900.0,$296/sqft,WA,1947.0,98199.0,no,3060.0,no,1,3,0,no,no,yes,0,no,3465000,1
Tucson,420000.0,2017.0,32.28143,-110.873795,1.21,445000.0,$208/sqft,AZ,2002.0,85750.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Cleveland,12000.0,2019.0,41.46261,-81.636055,5120.0,16700.0,$7/sqft,OH,1900.0,44105.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Cleveland,120000.0,2019.0,41.512215,-81.56268,7500.0,126000.0,$60/sqft,OH,1920.0,44118.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Washington,220000.0,2018.0,38.863914,-76.9823,6496.0,269000.0,$122/sqft,DC,1918.0,20020.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Baltimore,179900.0,2008.0,39.332104,-76.6074,1742.0,179900.0,$86/sqft,MD,1927.0,21218.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Plano,,,33.083275,-96.777084,6534.0,309000.0,$149/sqft,TX,1995.0,75024.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Commerce City,,,39.87363,-104.337906,0.28,398990.0,$191/sqft,CO,2017.0,80022.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Dallas,,,32.82945,-96.692184,10402.0,395000.0,$193/sqft,TX,1955.0,75228.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Oak,,,29.548681,-98.35066,,268990.0,$124/sqft,TX,,78233.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Denver,584500.0,2016.0,39.73472,-104.95141,4690.0,640000.0,$289/sqft,CO,1918.0,80206.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Indianapolis,,,39.719105,-86.123604,0.31,143900.0,$67/sqft,IN,1996.0,46237.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
New Orleans,,,29.956657,-90.125374,4800.0,469000.0,$212/sqft,LA,,70118.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Seattle,715000.0,2015.0,47.52227,-122.38432,6240.0,1100000.0,$493/sqft,WA,1951.0,98136.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Cleveland,117400.0,2017.0,41.50536,-81.51739,8000.0,135000.0,$65/sqft,OH,1954.0,44121.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Fort Worth,,,32.648552,-97.38357,10400.0,254900.0,$119/sqft,TX,1974.0,76133.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Phoenix,195736.0,2003.0,33.805874,-112.12449,6050.0,319900.0,$151/sqft,AZ,2003.0,85086.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
San Antonio,,,29.66876,-98.644745,5750.0,274490.0,$127/sqft,TX,2006.0,78255.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Indianapolis,,,39.812664,-86.31877,8886.0,186500.0,$91/sqft,IN,2019.0,46234.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Boise,,,43.593166,-116.22509,10454.0,429900.0,$200/sqft,ID,1930.0,83705.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Winston Salem,,,36.094193,-80.348885,0.5,195000.0,$89/sqft,NC,1966.0,27104.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Phoenix,205000.0,2004.0,33.485126,-112.09644,10163.0,360000.0,$167/sqft,AZ,1946.0,85015.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Tucson,173000.0,1994.0,32.39643,-110.95046,9498.0,328000.0,$156/sqft,AZ,1994.0,85737.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Aurora,252000.0,2019.0,39.709984,-104.84669,6882.0,369495.0,$169/sqft,CO,1962.0,80012.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Oklahoma City,,,35.3513,-97.55518,0.38,225000.0,$107/sqft,OK,1987.0,73170.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Burleson,,,32.58702,-97.29332,6000.0,237990.0,$113/sqft,TX,2017.0,76028.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Memphis,,,35.1039,-90.074554,0.28,52000.0,$23/sqft,TN,1957.0,38109.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Cincinnati,,,39.03974,-84.25785,,411900.0,$197/sqft,OH,,45245.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Kenmore,115000.0,2015.0,42.98043,-78.8733,10150.0,225000.0,$108/sqft,NY,1939.0,14217.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Jacksonville,148000.0,2013.0,30.322914,-81.48142,5913.0,256520.0,$123/sqft,FL,2003.0,32225.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Spokane,192000.0,2015.0,47.692905,-117.45878,6900.0,294900.0,$143/sqft,WA,1925.0,99205.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Nashville,,,36.145866,-86.8746,0.33,329521.0,$157/sqft,TN,1967.0,37209.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Chicago,,,41.979366,-87.68221,8820.0,1050000.0,$504/sqft,IL,1955.0,60625.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Houston,,,29.550596,-95.080025,0.42,599000.0,$276/sqft,TX,1961.0,77058.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
San Antonio,,,29.573029,-98.447556,8799.0,254999.0,$118/sqft,TX,1979.0,78232.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Philadelphia,150000.0,2013.0,40.061146,-75.05784,2983.0,249900.0,$119/sqft,PA,1961.0,19111.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Arlington,,,32.6134,-97.0808,9235.0,277000.0,$129/sqft,TX,2008.0,76002.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Indianapolis,,,39.757282,-86.18068,6011.0,44900.0,$22/sqft,IN,1900.0,46221.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Chicago,355000.0,2006.0,41.81335,-87.612144,4977.0,349000.0,$159/sqft,IL,2004.0,60653.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Dorchester,,,42.30111,-71.0642,,500000.0,$244/sqft,MA,1910.0,2122.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Houston,,,29.655622,-95.49628,8398.0,310000.0,$152/sqft,TX,1965.0,77035.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Dallas,,,32.795776,-96.798225,1.66,449000.0,$217/sqft,TX,1999.0,75204.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Tucson,70000.0,2015.0,32.386723,-111.02921,1.65,469900.0,$216/sqft,AZ,2017.0,85742.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Riverside,,,33.90573,-117.37249,0.73,584900.0,$280/sqft,CA,1976.0,92506.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Tucson,147500.0,2000.0,32.34247,-111.04284,8596.0,276900.0,$124/sqft,AZ,1996.0,85741.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Atlanta,,,33.748272,-84.42722,9100.0,200000.0,$94/sqft,GA,1950.0,30314.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Corpus Christi,,,27.662878,-97.352875,5868.0,199900.0,$96/sqft,TX,2007.0,78414.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Houston,,,29.695435,-95.54577,9357.0,249000.0,$121/sqft,TX,1968.0,77036.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Las Vegas,356200.0,2019.0,36.226795,-115.29597,6098.0,364900.0,$173/sqft,NV,1996.0,89129.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Detroit,21700.0,1995.0,42.398438,-82.94666,4922.0,1000.0,$0/sqft,MI,1928.0,48224.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Seattle,950000.0,2016.0,47.587856,-122.29393,3808.0,1095000.0,$489/sqft,WA,1959.0,98144.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Indianapolis,,,39.906216,-85.94328,10846.0,,,IN,2000.0,46236.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Tucson,,,32.230186,-110.92054,9751.0,349000.0,$164/sqft,AZ,1957.0,85716.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Charlotte,,,35.07275,-81.02163,,304990.0,$143/sqft,NC,,28278.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Reno,101542.0,2018.0,39.54149,-119.81805,5520.0,575000.0,$275/sqft,NV,1928.0,89503.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Minneapolis,,,45.056473,-93.24299,9620.0,263000.0,$128/sqft,MN,1985.0,55421.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Boise,,,43.572292,-116.15467,0.26,434900.0,$204/sqft,ID,1965.0,83706.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Miami,160000.0,2014.0,25.759129,-80.22289,7560.0,625000.0,$302/sqft,FL,1937.0,33145.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Mounds View,164900.0,2000.0,45.1215,-93.212715,0.54,280000.0,$136/sqft,MN,1974.0,55112.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
North Richland Hills,,,32.878624,-97.23711,9684.0,239900.0,$109/sqft,TX,1978.0,76182.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Atlanta,,,33.856785,-84.31739,0.6,474900.0,$232/sqft,GA,1955.0,30319.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Washington,,,38.954967,-77.0255,1800.0,682000.0,$307/sqft,DC,1922.0,20011.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Fountain Hills,41000.0,2017.0,33.613415,-111.729996,10023.0,475000.0,$217/sqft,AZ,2003.0,85268.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Tulsa,,,36.113403,-95.969826,7000.0,399900.0,$179/sqft,OK,1946.0,74105.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Chicago,111000.0,2019.0,41.677876,-87.67357,5001.0,239990.0,$111/sqft,IL,1957.0,60643.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
San Antonio,,,29.363907,-98.52372,6011.0,185000.0,$86/sqft,TX,1953.0,78211.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Charlotte,425000.0,2018.0,35.118317,-80.799805,0.86,485000.0,$227/sqft,NC,1969.0,28226.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Oklahoma City,210000.0,2015.0,35.334095,-97.53411,9583.0,240000.0,$115/sqft,OK,2003.0,73170.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
San Antonio,,,29.536636,-98.56153,10716.0,239000.0,$109/sqft,TX,1968.0,78230.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Fort Worth,,,32.624058,-97.39912,6621.0,294990.0,$132/sqft,TX,2019.0,76123.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Milwaukee,125000.0,2004.0,43.022625,-87.96201,7144.0,135000.0,$60/sqft,WI,2002.0,53215.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Baltimore,,,39.395016,-76.5057,10335.0,130000.0,$58/sqft,MD,1954.0,21234.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Brooklyn Park,150000.0,2011.0,45.124054,-93.31091,0.25,264900.0,$128/sqft,MN,1988.0,55444.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Albuquerque,,,35.06147,-106.50973,9030.0,209950.0,$101/sqft,NM,1978.0,87123.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Los Angeles,305000.0,2012.0,34.03829,-118.33903,6599.0,1295000.0,$597/sqft,CA,1913.0,90016.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
El Paso,,,31.861008,-106.52239,7362.0,265500.0,$119/sqft,TX,2000.0,79912.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Indianapolis,,,39.739536,-86.156624,2919.0,89999.0,$44/sqft,IN,1885.0,46225.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
San Francisco,,,37.750435,-122.432724,,1595000.0,$731/sqft,CA,1900.0,94114.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Nashville,399000.0,2016.0,36.116524,-86.90131,1.28,550000.0,$258/sqft,TN,1960.0,37205.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Columbus,,,39.866856,-82.95623,7841.0,149900.0,$70/sqft,OH,1953.0,43207.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Lincoln,,,40.800232,-96.68748,6969.0,200000.0,$96/sqft,NE,1923.0,68502.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
Portland,423150.0,2019.0,45.55324,-122.58442,7500.0,414950.0,$200/sqft,OR,1929.0,97218.0,no,2145.0,no,1,3,2,no,no,yes,0,yes,3465000,3
